vg_image_id	vg_image_name	vg_object_id	vg_obj_name	bbox_xywh	vg_synset	vg_cat
1987	1987.jpg	1645531	furniture	[631, 0, 169, 600]	furnishing.n.02	instrumentality, instrumentation
1996	1996.jpg	2376217	bed	[97, 125, 700, 473]	furnishing.n.02	instrumentality, instrumentation
1997	1997.jpg	1546005	rug	[0, 307, 423, 293]	furnishing.n.02	instrumentality, instrumentation
1998	1998.jpg	1546028	counter	[0, 122, 800, 478]	furnishing.n.02	instrumentality, instrumentation
2003	2003.jpg	1645779	carpet	[0, 295, 800, 305]	furnishing.n.02	instrumentality, instrumentation
2004	2004.jpg	1645825	bench	[0, 273, 340, 326]	furnishing.n.02	instrumentality, instrumentation
2006	2006.jpg	2265115	couch	[127, 228, 671, 372]	furnishing.n.02	instrumentality, instrumentation
2009	2009.jpg	1546111	bed	[94, 180, 642, 330]	furnishing.n.02	instrumentality, instrumentation
2011	2011.jpg	3709836	dresser	[160, 38, 479, 556]	furnishing.n.02	instrumentality, instrumentation
2015	2015.jpg	3639280	bed	[263, 251, 535, 348]	furnishing.n.02	instrumentality, instrumentation
2018	2018.jpg	1546213	bed	[134, 13, 622, 584]	furnishing.n.02	instrumentality, instrumentation
2022	2022.jpg	1645890	bed	[334, 128, 458, 267]	furnishing.n.02	instrumentality, instrumentation
2028	2028.jpg	3639364	chair	[326, 234, 294, 360]	furnishing.n.02	instrumentality, instrumentation
2029	2029.jpg	3639373	bed	[18, 233, 652, 366]	furnishing.n.02	instrumentality, instrumentation
2032	2032.jpg	1033738	lamp	[220, 56, 258, 396]	lamp.n.01	instrumentality, instrumentation
2036	2036.jpg	1546285	bed	[0, 175, 571, 425]	furnishing.n.02	instrumentality, instrumentation
2037	2037.jpg	1033751	bed	[247, 153, 553, 447]	furnishing.n.02	instrumentality, instrumentation
2044	2044.jpg	1629170	couch	[89, 396, 498, 203]	furnishing.n.02	instrumentality, instrumentation
2046	2046.jpg	1629187	house	[0, 0, 617, 513]	house.n.01	structure, construction
2048	2048.jpg	1033835	house	[107, 25, 513, 478]	house.n.01	structure, construction
2064	2064.jpg	1645994	cabinet	[88, 446, 288, 354]	furnishing.n.02	instrumentality, instrumentation
2068	2068.jpg	1646066	curtain	[0, 0, 204, 553]	furnishing.n.02	instrumentality, instrumentation
2076	2076.jpg	1546687	house	[0, 0, 266, 370]	house.n.01	structure, construction
2086	2086.jpg	1068501	house	[367, 56, 433, 389]	house.n.01	structure, construction
2087	2087.jpg	3639722	house	[369, 58, 406, 447]	house.n.01	structure, construction
2091	2091.jpg	3639735	bed	[37, 238, 528, 277]	furnishing.n.02	instrumentality, instrumentation
2092	2092.jpg	1546860	couch	[213, 282, 516, 289]	furnishing.n.02	instrumentality, instrumentation
2103	2103.jpg	3639802	counter	[107, 279, 565, 289]	furnishing.n.02	instrumentality, instrumentation
2110	2110.jpg	1646330	house	[399, 13, 399, 423]	house.n.01	structure, construction
2118	2118.jpg	1646499	rug	[41, 378, 759, 222]	furnishing.n.02	instrumentality, instrumentation
2119	2119.jpg	1646544	house	[193, 1, 601, 595]	house.n.01	structure, construction
2122	2122.jpg	3639874	bed	[197, 209, 604, 388]	furnishing.n.02	instrumentality, instrumentation
2123	2123.jpg	1629317	couch	[48, 200, 503, 292]	furnishing.n.02	instrumentality, instrumentation
2127	2127.jpg	1059512	house	[108, 0, 690, 600]	house.n.01	structure, construction
2139	2139.jpg	1033979	bed	[0, 277, 543, 323]	furnishing.n.02	instrumentality, instrumentation
2153	2153.jpg	1547452	cabinet	[72, 145, 273, 455]	furnishing.n.02	instrumentality, instrumentation
2156	2156.jpg	1547468	rug	[0, 413, 770, 188]	furnishing.n.02	instrumentality, instrumentation
2157	2157.jpg	1059537	carpet	[266, 356, 532, 242]	furnishing.n.02	instrumentality, instrumentation
2164	2164.jpg	1547504	table	[9, 338, 402, 254]	furnishing.n.02	instrumentality, instrumentation
2180	2180.jpg	3640107	chair	[36, 367, 534, 433]	furnishing.n.02	instrumentality, instrumentation
2199	2199.jpg	1068528	carpet	[0, 298, 702, 302]	furnishing.n.02	instrumentality, instrumentation
2204	2204.jpg	1547668	desk	[1, 381, 592, 218]	furnishing.n.02	instrumentality, instrumentation
2207	2207.jpg	1068569	couch	[28, 286, 492, 282]	furnishing.n.02	instrumentality, instrumentation
2214	2214.jpg	3640307	cabinet	[0, 0, 800, 614]	furnishing.n.02	instrumentality, instrumentation
2215	2215.jpg	3640324	table	[0, 260, 338, 339]	furnishing.n.02	instrumentality, instrumentation
2220	2220.jpg	1646914	bird	[34, 129, 265, 234]	bird.n.01	animal
2222	2222.jpg	3788894	bird	[97, 72, 318, 246]	bird.n.01	animal
2223	2223.jpg	1547851	bird	[27, 54, 295, 422]	bird.n.01	animal
2228	2228.jpg	1629480	car	[197, 310, 501, 245]	car.n.01	vehicle
2229	2229.jpg	1034073	car	[57, 296, 407, 267]	car.n.01	vehicle
2246	2246.jpg	1548187	car	[263, 240, 404, 331]	car.n.01	vehicle
2367	2367.jpg	3641216	car	[127, 248, 497, 289]	car.n.01	vehicle
2458	2458.jpg	3641773	desk	[0, 320, 633, 202]	furnishing.n.02	instrumentality, instrumentation
2468	2468.jpg	3716890	house	[297, 148, 503, 319]	house.n.01	structure, construction
2506	2506.jpg	1549795	bridge	[0, 92, 699, 508]	bridge.n.01	structure, construction
2507	2507.jpg	1549823	train	[0, 334, 799, 153]	train.n.01	vehicle
2512	2512.jpg	1549907	truck	[170, 271, 538, 238]	truck.n.01	vehicle
2556	2556.jpg	1550300	lantern	[114, 226, 333, 297]	lamp.n.01	instrumentality, instrumentation
2598	2598.jpg	1550563	car	[326, 309, 475, 222]	car.n.01	vehicle
2611	2611.jpg	1649143	bird	[338, 82, 460, 291]	bird.n.01	animal
2613	2613.jpg	3642608	bird	[94, 77, 181, 523]	bird.n.01	animal
2617	2617.jpg	1649163	boy	[255, 49, 375, 439]	male_child.n.01	person
2619	2619.jpg	1649198	bird	[92, 60, 594, 438]	bird.n.01	animal
2630	2630.jpg	1550710	bird	[166, 106, 367, 395]	bird.n.01	animal
2637	2637.jpg	1034552	squirrel	[1, 0, 554, 533]	rodent.n.01	animal
2642	2642.jpg	3794051	zebra	[201, 114, 523, 348]	ungulate.n.01	animal
2645	2645.jpg	1550832	jeep	[295, 284, 478, 190]	car.n.01	vehicle
2656	2656.jpg	1649327	balloon	[48, 193, 315, 339]	aircraft.n.01	vehicle
2657	2657.jpg	1069343	goat	[89, 47, 339, 422]	ungulate.n.01	animal
2659	2659.jpg	1550847	lion	[288, 15, 513, 362]	feline.n.01	animal
2738	2738.jpg	1034596	van	[126, 252, 590, 234]	truck.n.01	vehicle
2776	2776.jpg	1069393	house	[156, 6, 642, 464]	house.n.01	structure, construction
2889	2889.jpg	1650602	sedan	[38, 165, 761, 312]	car.n.01	vehicle
2893	2893.jpg	1650620	bridge	[0, 2, 800, 340]	bridge.n.01	structure, construction
3025	3025.jpg	1650904	house	[0, 0, 466, 510]	house.n.01	structure, construction
3088	3088.jpg	1069754	house	[159, 0, 257, 588]	house.n.01	structure, construction
3089	3089.jpg	1631410	house	[138, 91, 590, 305]	house.n.01	structure, construction
3141	3141.jpg	1553154	house	[270, 0, 530, 366]	house.n.01	structure, construction
3142	3142.jpg	1059708	house	[342, 0, 458, 584]	house.n.01	structure, construction
3148	3148.jpg	1069795	house	[0, 50, 222, 458]	house.n.01	structure, construction
3191	3191.jpg	3645396	van	[58, 314, 434, 236]	truck.n.01	vehicle
3206	3206.jpg	3706607	bridge	[0, 292, 799, 307]	bridge.n.01	structure, construction
3212	3212.jpg	3789043	boat	[10, 318, 535, 207]	boat.n.01	vehicle
3302	3302.jpg	2047739	car	[256, 278, 519, 252]	car.n.01	vehicle
3303	3303.jpg	1070029	scooter	[0, 88, 426, 390]	boat.n.01	vehicle
3307	3307.jpg	1035175	car	[12, 264, 484, 199]	car.n.01	vehicle
3327	3327.jpg	1651959	car	[29, 249, 431, 313]	car.n.01	vehicle
3376	3376.jpg	3646310	house	[162, 42, 636, 282]	house.n.01	structure, construction
3378	3378.jpg	3646327	bench	[0, 175, 334, 288]	furnishing.n.02	instrumentality, instrumentation
3386	3386.jpg	1631951	house	[0, 1, 522, 306]	house.n.01	structure, construction
3393	3393.jpg	3646436	van	[207, 194, 590, 288]	truck.n.01	vehicle
3451	3451.jpg	3522295	apartment	[364, 0, 436, 416]	housing.n.01	structure, construction
3496	3496.jpg	1554527	shirt	[29, 368, 580, 113]	shirt.n.01	article of clothing
3522	3522.jpg	1554652	carpet	[48, 405, 530, 195]	furnishing.n.02	instrumentality, instrumentation
3528	3528.jpg	1632286	sedan	[60, 41, 590, 303]	car.n.01	vehicle
3530	3530.jpg	1652935	car	[0, 175, 465, 356]	car.n.01	vehicle
3531	3531.jpg	3647166	counter	[224, 194, 258, 286]	furnishing.n.02	instrumentality, instrumentation
3534	3534.jpg	3647193	house	[112, 53, 462, 285]	house.n.01	structure, construction
3535	3535.jpg	1653047	dog	[119, 29, 179, 299]	dog.n.01	animal
3537	3537.jpg	1653097	shirt	[0, 375, 603, 105]	shirt.n.01	article of clothing
3558	3558.jpg	1554691	guy	[57, 68, 530, 413]	man.n.01	person
3561	3561.jpg	1554706	couch	[0, 1, 716, 598]	furnishing.n.02	instrumentality, instrumentation
3564	3564.jpg	1554717	couch	[1, 142, 300, 456]	furnishing.n.02	instrumentality, instrumentation
3565	3565.jpg	1653142	shirt	[58, 360, 534, 118]	shirt.n.01	article of clothing
3571	3571.jpg	1070313	house	[177, 75, 431, 287]	house.n.01	structure, construction
3577	3577.jpg	3647385	carpet	[0, 3, 621, 393]	furnishing.n.02	instrumentality, instrumentation
3592	3592.jpg	1554896	counter	[223, 204, 417, 276]	furnishing.n.02	instrumentality, instrumentation
3593	3593.jpg	3647486	man	[74, 2, 229, 477]	man.n.01	person
3595	3595.jpg	1070359	plane	[0, 145, 602, 200]	aircraft.n.01	vehicle
3608	3608.jpg	1653425	automobile	[55, 328, 652, 212]	car.n.01	vehicle
3611	3611.jpg	1554968	horse	[0, 134, 790, 472]	horse.n.01	animal
3617	3617.jpg	1070364	plane	[28, 166, 491, 148]	aircraft.n.01	vehicle
3626	3626.jpg	1555024	counter	[223, 191, 417, 289]	furnishing.n.02	instrumentality, instrumentation
3627	3627.jpg	2436568	bridge	[0, 0, 539, 531]	bridge.n.01	structure, construction
3630	3630.jpg	1555057	bed	[0, 166, 450, 134]	furnishing.n.02	instrumentality, instrumentation
3637	3637.jpg	1555113	car	[0, 126, 361, 289]	car.n.01	vehicle
3641	3641.jpg	3789120	desk	[0, 127, 678, 468]	furnishing.n.02	instrumentality, instrumentation
3668	3668.jpg	1070392	man	[55, 31, 586, 449]	man.n.01	person
3680	3680.jpg	1653788	boy	[251, 53, 298, 426]	male_child.n.01	person
3681	3681.jpg	1653820	hat	[90, 29, 345, 363]	headdress.n.01	article of clothing
3682	3682.jpg	1653846	train	[2, 147, 533, 385]	train.n.01	vehicle
3685	3685.jpg	2423070	table	[85, 319, 555, 161]	furnishing.n.02	instrumentality, instrumentation
3738	3738.jpg	3648302	flower	[67, 172, 296, 227]	flower.n.01	plant, flora, plant life
3741	3741.jpg	3648314	flower	[70, 90, 300, 268]	flower.n.01	plant, flora, plant life
3742	3742.jpg	1555417	flower	[107, 90, 322, 276]	flower.n.01	plant, flora, plant life
3746	3746.jpg	1035442	boat	[0, 42, 388, 240]	boat.n.01	vehicle
3753	3753.jpg	3648454	cat	[229, 0, 216, 234]	feline.n.01	animal
3763	3763.jpg	1070470	bridge	[0, 240, 512, 102]	bridge.n.01	structure, construction
3764	3764.jpg	1059763	car	[14, 149, 496, 172]	car.n.01	vehicle
3788	3788.jpg	1654074	apartment	[363, 0, 238, 608]	housing.n.01	structure, construction
3820	3820.jpg	3648744	house	[0, 34, 438, 487]	house.n.01	structure, construction
3852	3852.jpg	1654347	suv	[457, 202, 343, 307]	car.n.01	vehicle
3873	3873.jpg	1555881	juice	[189, 127, 271, 267]	foodstuff.n.02	food, nutrient
3876	3876.jpg	1654465	castle	[18, 56, 433, 184]	house.n.01	structure, construction
3937	3937.jpg	1059778	house	[0, 51, 576, 333]	house.n.01	structure, construction
3947	3947.jpg	1070734	carport	[0, 65, 628, 363]	outbuilding.n.01	structure, construction
3949	3949.jpg	1654883	carpet	[167, 228, 608, 370]	furnishing.n.02	instrumentality, instrumentation
3960	3960.jpg	3649366	house	[25, 161, 597, 161]	house.n.01	structure, construction
3966	3966.jpg	3794619	desk	[244, 154, 404, 335]	furnishing.n.02	instrumentality, instrumentation
3977	3977.jpg	1556133	house	[0, 29, 541, 320]	house.n.01	structure, construction
3984	3984.jpg	1070795	man	[431, 83, 306, 517]	man.n.01	person
3991	3991.jpg	1070833	house	[148, 0, 492, 480]	house.n.01	structure, construction
3992	3992.jpg	1556156	car	[0, 174, 205, 125]	car.n.01	vehicle
3998	3998.jpg	1556223	girl	[16, 9, 176, 301]	woman.n.01	person
4011	4011.jpg	1556279	woman	[202, 197, 298, 178]	woman.n.01	person
4053	4053.jpg	1633626	counter	[0, 95, 561, 372]	furnishing.n.02	instrumentality, instrumentation
4062	4062.jpg	3584067	bed	[22, 150, 295, 213]	furnishing.n.02	instrumentality, instrumentation
4065	4065.jpg	3584091	bed	[27, 80, 312, 190]	furnishing.n.02	instrumentality, instrumentation
4069	4069.jpg	1556512	bed	[161, 225, 542, 309]	furnishing.n.02	instrumentality, instrumentation
4070	4070.jpg	1556532	carpeting	[0, 352, 796, 181]	furnishing.n.02	instrumentality, instrumentation
4072	4072.jpg	1035938	bed	[278, 256, 522, 294]	furnishing.n.02	instrumentality, instrumentation
4073	4073.jpg	1059785	bed	[28, 367, 504, 428]	furnishing.n.02	instrumentality, instrumentation
4075	4075.jpg	3649819	bed	[0, 92, 414, 296]	furnishing.n.02	instrumentality, instrumentation
4076	4076.jpg	1556574	bed	[0, 111, 512, 279]	furnishing.n.02	instrumentality, instrumentation
4077	4077.jpg	1556611	dresser	[2, 145, 267, 168]	furnishing.n.02	instrumentality, instrumentation
4078	4078.jpg	1556633	rug	[1, 185, 275, 153]	furnishing.n.02	instrumentality, instrumentation
4082	4082.jpg	1070965	bed	[0, 89, 396, 321]	furnishing.n.02	instrumentality, instrumentation
4090	4090.jpg	3789226	bed	[39, 263, 676, 275]	furnishing.n.02	instrumentality, instrumentation
4091	4091.jpg	1071022	bed	[0, 327, 450, 274]	furnishing.n.02	instrumentality, instrumentation
4092	4092.jpg	1556756	bed	[368, 160, 349, 354]	furnishing.n.02	instrumentality, instrumentation
4096	4096.jpg	3649915	bed	[66, 178, 380, 187]	furnishing.n.02	instrumentality, instrumentation
4105	4105.jpg	1071104	table	[0, 96, 400, 195]	furnishing.n.02	instrumentality, instrumentation
4110	4110.jpg	1655155	carpet	[0, 110, 233, 146]	furnishing.n.02	instrumentality, instrumentation
4113	4113.jpg	3650060	couch	[0, 320, 427, 154]	furnishing.n.02	instrumentality, instrumentation
4120	4120.jpg	1035985	bridge	[169, 135, 538, 341]	bridge.n.01	structure, construction
4145	4145.jpg	1071138	table	[109, 139, 291, 162]	furnishing.n.02	instrumentality, instrumentation
4162	4162.jpg	1633961	dresser	[2, 148, 210, 299]	furnishing.n.02	instrumentality, instrumentation
4179	4179.jpg	1634183	house	[53, 18, 322, 250]	house.n.01	structure, construction
4180	4180.jpg	1036068	house	[0, 63, 652, 230]	house.n.01	structure, construction
4193	4193.jpg	1071213	rug	[0, 259, 468, 140]	furnishing.n.02	instrumentality, instrumentation
4194	4194.jpg	1036143	table	[0, 215, 490, 265]	furnishing.n.02	instrumentality, instrumentation
4204	4204.jpg	1634212	coat	[437, 128, 270, 343]	overgarment.n.01	article of clothing
4220	4220.jpg	1557332	table	[571, 39, 229, 423]	furnishing.n.02	instrumentality, instrumentation
4228	4228.jpg	3650455	woman	[95, 34, 354, 382]	woman.n.01	person
4257	4257.jpg	3585092	house	[279, 0, 270, 320]	house.n.01	structure, construction
4259	4259.jpg	1071339	bed	[17, 198, 281, 151]	furnishing.n.02	instrumentality, instrumentation
4316	4316.jpg	3650927	bridge	[162, 125, 489, 196]	bridge.n.01	structure, construction
4318	4318.jpg	1071377	sofa	[347, 173, 293, 286]	furnishing.n.02	instrumentality, instrumentation
4326	4326.jpg	3716544	furniture	[272, 219, 404, 311]	furnishing.n.02	instrumentality, instrumentation
4327	4327.jpg	1557841	couch	[0, 52, 409, 326]	furnishing.n.02	instrumentality, instrumentation
4336	4336.jpg	1655957	rug	[5, 289, 513, 170]	furnishing.n.02	instrumentality, instrumentation
4346	4346.jpg	1558076	carpet	[0, 169, 256, 87]	furnishing.n.02	instrumentality, instrumentation
4356	4356.jpg	1558434	desk	[292, 317, 400, 283]	furnishing.n.02	instrumentality, instrumentation
4396	4396.jpg	1558709	bridge	[53, 187, 585, 292]	bridge.n.01	structure, construction
4406	4406.jpg	1558835	couch	[193, 170, 288, 153]	furnishing.n.02	instrumentality, instrumentation
4419	4419.jpg	1558892	coat	[7, 46, 196, 204]	overgarment.n.01	article of clothing
4452	4452.jpg	1036446	counter	[0, 149, 499, 185]	furnishing.n.02	instrumentality, instrumentation
4466	4466.jpg	1071653	rug	[0, 419, 799, 179]	furnishing.n.02	instrumentality, instrumentation
4467	4467.jpg	1559544	curtain	[391, 0, 328, 329]	furnishing.n.02	instrumentality, instrumentation
4468	4468.jpg	1036501	table	[0, 165, 583, 315]	furnishing.n.02	instrumentality, instrumentation
4507	4507.jpg	1071776	car	[48, 73, 444, 205]	car.n.01	vehicle
4515	4515.jpg	1071842	train	[108, 315, 321, 325]	train.n.01	vehicle
4518	4518.jpg	1560100	bridge	[0, 234, 798, 190]	bridge.n.01	structure, construction
4519	4519.jpg	1560104	duck	[134, 84, 144, 169]	bird.n.01	animal
4525	4525.jpg	1560175	bed	[0, 219, 449, 160]	furnishing.n.02	instrumentality, instrumentation
4526	4526.jpg	1071873	car	[6, 24, 393, 223]	car.n.01	vehicle
4533	4533.jpg	1560375	bridge	[0, 55, 576, 340]	bridge.n.01	structure, construction
4534	4534.jpg	1560386	bridge	[0, 237, 799, 192]	bridge.n.01	structure, construction
4549	4549.jpg	1560609	carpet	[50, 392, 702, 208]	furnishing.n.02	instrumentality, instrumentation
4575	4575.jpg	2356228	bed	[205, 181, 295, 151]	furnishing.n.02	instrumentality, instrumentation
4598	4598.jpg	1560842	house	[67, 0, 733, 452]	house.n.01	structure, construction
4601	4601.jpg	1036648	car	[18, 342, 537, 237]	car.n.01	vehicle
4619	4619.jpg	3587362	table	[50, 176, 217, 164]	furnishing.n.02	instrumentality, instrumentation
4620	4620.jpg	1561155	rug	[97, 272, 415, 133]	furnishing.n.02	instrumentality, instrumentation
4636	4636.jpg	1561404	sofa	[0, 354, 265, 246]	furnishing.n.02	instrumentality, instrumentation
4640	4640.jpg	1656470	wardrobe	[6, 22, 321, 486]	furnishing.n.02	instrumentality, instrumentation
4648	4648.jpg	1036712	couch	[317, 251, 323, 187]	furnishing.n.02	instrumentality, instrumentation
4662	4662.jpg	1561660	counter	[0, 160, 243, 231]	furnishing.n.02	instrumentality, instrumentation
4692	4692.jpg	3587884	house	[51, 55, 242, 177]	house.n.01	structure, construction
4701	4701.jpg	3652519	house	[27, 43, 369, 107]	house.n.01	structure, construction
4703	4703.jpg	3691972	house	[27, 35, 373, 265]	house.n.01	structure, construction
4711	4711.jpg	1656734	house	[50, 46, 331, 184]	house.n.01	structure, construction
4717	4717.jpg	3789517	house	[45, 15, 324, 224]	house.n.01	structure, construction
4724	4724.jpg	1562066	house	[50, 28, 247, 193]	house.n.01	structure, construction
4725	4725.jpg	1072146	house	[55, 30, 231, 212]	house.n.01	structure, construction
4728	4728.jpg	1562104	house	[41, 43, 335, 193]	house.n.01	structure, construction
4729	4729.jpg	1072177	house	[0, 50, 346, 142]	house.n.01	structure, construction
4733	4733.jpg	3692124	shed	[66, 41, 267, 217]	outbuilding.n.01	structure, construction
4734	4734.jpg	1072214	house	[138, 36, 216, 139]	house.n.01	structure, construction
4737	4737.jpg	1562214	dwelling	[37, 71, 313, 124]	housing.n.01	structure, construction
4738	4738.jpg	1562228	house	[14, 43, 379, 155]	house.n.01	structure, construction
4744	4744.jpg	1656764	house	[0, 17, 384, 258]	house.n.01	structure, construction
4747	4747.jpg	3588239	house	[2, 61, 397, 161]	house.n.01	structure, construction
4752	4752.jpg	1072230	cottage	[14, 7, 321, 202]	house.n.01	structure, construction
4755	4755.jpg	1656823	house	[0, 0, 223, 204]	house.n.01	structure, construction
4759	4759.jpg	1656865	house	[56, 0, 344, 237]	house.n.01	structure, construction
4766	4766.jpg	1036813	house	[13, 0, 372, 227]	house.n.01	structure, construction
4771	4771.jpg	1562759	house	[2, 17, 396, 238]	house.n.01	structure, construction
4772	4772.jpg	1072257	house	[0, 12, 366, 282]	house.n.01	structure, construction
4813	4813.jpg	1036844	butterfly	[180, 109, 223, 156]	insect.n.01	animal
